moduleCode,moduleName,examCode,examLink
IR3001,GAEILGE WRITTEN EXAMINATION (IR3001/IR3448),X-IR3448-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR3448-1.PDF
IR3403,MIDDLE IRISH TEXTS AND EARLY IRISH POETRY,X-IR3403-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR3403-1.PDF
IR3404,MIDDLE IRISH TEXTS AND EARLY IRISH POETRY,X-IR3403-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR3403-1.PDF
IR3408,HISTORY OF THE LANGUAGE EXAMINATION (A),IR3407-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IR/IR3407-1.PDF
IR3408,HISTORY OF THE LANGUAGE EXAMINATION B,IR3407-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IR/IR3407-2.PDF
IR3448,GAEILGE WRITTEN EXAMINATION (IR3001/IR3448),X-IR3448-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR3448-1.PDF
IR3448,TEANGA (GAEILGE & GAIDHLIG) - GAEILGE NA HALBAN,X-IR3448-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR3448-3.PDF
IR3450,GAEILGE WRITTEN EXAMINATION (IR3001/IR3448),X-IR3448-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR3448-1.PDF
IR3450,TEANGA (GAEILGE & GAIDHLIG) - GAEILGE NA HALBAN,X-IR3448-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR3448-3.PDF
IR3467,ROGHANNA 1,X-IR3467-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR3467-1.PDF
IR3477,NUA-GHAEILGE: ROGHANNA 2,X-IR3470-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR3470-1.PDF
IR3483,NUA-GHAEILGE: ROGHANNA 1,X-IR3483-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR3483-1.PDF
IR3484,NUA-GHAEILGE: ROGHANNA 2,X-IR3470-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR3470-1.PDF
IR3485,ROGHANNA 2,X-IR3484-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR3484-1.PDF
IR3486,ROGHANNA 1,X-IR3467-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR3467-1.PDF
IR3489,ROGHANNA 1,X-IR3467-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR3467-1.PDF
IR3491,ROGHANNA 1,X-IR3467-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR3467-1.PDF
IR4001,GAEILGE NA HALBAN,X-IR4010-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR4010-1.PDF
IR4010,GAEILGE NA HALBAN,X-IR4010-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR4010-1.PDF
IR4021,CEAPADOIREACHT AGUS SEANSCEALAIOCHT,X-IR4021-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR4021-1.PDF
IR4370,NUA-GHAEILGE: ROGHANNA 2,X-IR3470-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR3470-1.PDF
IR4378,ROGHANNA 2,X-IR3484-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR3484-1.PDF
IR4385,NUA-GHAEILGE: ROGHANNA 2,X-IR3470-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR3470-1.PDF
IR4386,CEAPADOIREACHT AGUS SEANSCEALAIOCHT,X-IR4021-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-IR4021-1.PDF
IR7001,PGDIP: INTRODUCTION TO OLD IRISH,IR7001-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IR/IR7001-1.PDF
IR7002,PGDIP: TUTORIALS IN OLD IRISH,IR7002-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IR/IR7002-1.PDF
IR7004,PGDIP: OLD IRISH GLOSSES AND SAGAS,IR7004-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IR/IR7004-1.PDF
IR7004,PGDIP: OLD IRISH GLOSSES AND SAGAS,IR7004-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IR/IR7004-2.PDF
IT1091,ITALIAN 1A STRUCTURES AND WRITING,IT1091-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IT/IT1091-1.PDF
IT1092,ITALIAN 1b: READING ON SOCIETIES AND STORIES,IT1092-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IT/IT1092-1.PDF
IT1095,ITALIAN LANGUAGE 1B: WRITING,IT1095-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IT/IT1095-1.PDF
IT1096,ITALIAN LANGUAGE 1A: STRUCTURES AND READING,IT1096-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IT/IT1096-1.PDF
IT1098,ITALIAN LITERATURE AND CULTURE 1,IT1098-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IT/IT1098-1.PDF
IT2019,THE MIDDLE AGES,IT2019-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IT/IT2019-1.PDF
IT2091,ITALIAN 2A STRUCTURES AND WRITING,IT2091-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IT/IT2091-1.PDF
IT2092,ITALIAN 2B: READING ON HISTORY SOCIETY & STORIES,IT2092-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IT/IT2092-1.PDF
IT2098,ITALIAN HISTORY AND SOCIETY 1945-1999,IT2098-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IT/IT2098-1.PDF
IT2099,ITALIAN LANGUAGE,IT2099-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IT/IT2099-1.PDF
IT3028,ITALIAN LITERATURE AND CULTURE 3 (VS),IT3028-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IT/IT3028-1.PDF
IT3093,ITALIAN LANGUAGE 3(VS),IT3093-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IT/IT3093-1.PDF
IT3098,ITALIAN LITERATURE AND CULTURE 3,IT3098-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IT/IT3098-1.PDF
IT3099,ITALIAN LANGUAGE 3,IT3099-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IT/IT3099-1.PDF
IT4010,ITALIAN LANGUAGE COMPETENCE,IT4010-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IT/IT4010-1.PDF
IT4019,ITALIAN LANGUAGE AND SOCIETY,IT4019-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IT/IT4019-1.PDF
IT4024,ITALIAN LANGUAGE AND SOCIETY,IT4024-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IT/IT4024-1.PDF
IT4088,ITALIAN 4b MAJOR: TRANSLATION,IT4088-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IT/IT4088-1.PDF
IT4089,ITALIAN 4C MINOR - TEXT ANALYSIS,IT4089-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IT/IT4089-1.PDF
IT4096,ITALIAN LITERATURE AND CULTURE 4,IT4096-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/IT/IT4096-1.PDF
LA1015,TORTS,LA1015-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA1015-1.PDF
LA1016,CONSTITUTIONAL LAW I,LA1016-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA1016-1.PDF
LA1041,FRENCH LEGAL TRADITION,LA1041-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA1041-2.PDF
LA1042,FRENCH LAW OF PERSONS AND GOODS I,LA1042-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA1042-2.PDF
LA1203,CRIMINAL LAW,LA1203-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA1203-2.PDF
LA1204,CONTRACT,LA1204-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA1204-1.PDF
LA1231,LEGISLATION AND REGULATION,LA1231-4,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA1231-4.PDF
LA1232,PRIVATE LAW REMEDIES,LA1232-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA1232-2.PDF
LA1233,ADMINISTRATIVE LAW,LA1233-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA1233-2.PDF
LA1240,INTRODUCTION TO LAW,LA1240-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA1240-1.PDF
LA2012,ASPECTS OF IRISH LAW IN A EUROPEAN CONTEXT,LA2012-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA2012-1.PDF
LA2020,LAND LAW,LA2020-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA2020-1.PDF
LA2042,FRENCH LAW OF PERSONS AND GOODS II,LA2042-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA2042-2.PDF
LA2344,EQUITY,LA2344-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA2344-1.PDF
LA2345,CONSTITUTIONAL LAW II,LA2345-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA2345-2.PDF
LA2346,EU LAW,LA2346-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA2346-1.PDF
LA3428,INTERNATIONAL HUMAN RIGHTS LAW,LA3428-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA3428-1.PDF
LA3430,EMPLOYMENT LAW,LA3430-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA3430-2.PDF
LA3435,PUBLIC INTEREST LAW,LA3435-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA3435-2.PDF
LA3436,EUROPEAN HUMAN RIGHTS,LA3436-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA3436-1.PDF
LA3439,PUBLIC INTERNATIONAL LAW,LA3439-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA3439-1.PDF
LA3444,ADVANCED EUROPEAN UNION LAW,LA3444-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA3444-1.PDF
LA3446,COMPANY LAW,LA3446-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA3446-1.PDF
LA3448,CONFLICT OF LAWS,LA3448-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA3448-1.PDF
LA3450,CRIMINOLOGY,LA3450-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA3450-2.PDF
LA3452,ECONOMIC AND LEGAL ASPECTS OF COMPETITION POLICY,LA3452-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA3452-2.PDF
LA3458,EVIDENCE,LA3458-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA3458-1.PDF
LA3459,FAMILY LAW,LA3459-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA3459-1.PDF
LA3468,TAX LAW,LA3468-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA3468-1.PDF
LA3471,ENGLISH LAND LAW,LA3471-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA3471-1.PDF
LA3472,MEDIA LAW,LA3472-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA3472-2.PDF
LA3480,ADMINISTRATIVE LAW,LA3480-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA3480-1.PDF
LA7001,LL.M INTERNATIONAL AND EUROPEAN    HUMAN RIGHTS LAW,LA7001-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA7001-1.PDF
LA7007,LL.M INTERNATIONAL ECONOMIC LAW,LA7007-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA7007-1.PDF
LA7013,LL.M AFRICAN HUMAN RIGHTS LAW,LA7013-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA7013-1.PDF
LA7025,LL.M EU FINANCIAL SERVICES LAW,LA7025-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA7025-1.PDF
LA7034,LL.M GLOBALISATION AND THE LAW,LA7034-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA7034-1.PDF
LA7042,LL.M EU CONSUMER LAW,LA7042-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA7042-1.PDF
LA7050,LL.M INTERNATIONAL TRADE LAW,LA7050-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA7050-1.PDF
LA7051,LL.M INTERNATIONAL CRIMINAL LAW,LA7051-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA7051-1.PDF
LA7073,LL.M TRANSITIONAL JUSTICE,LA7073-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA7073-1.PDF
LA7076,LL.M EU AVIATION LAW,LA7076-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA7076-1.PDF
LA7080,LL.M CHINESE LEGAL SYSTEM IN COMPARATIVE,LA7080-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA7080-1.PDF
LA7086,LL.M COMPARATIVE PRODUCT    LIABILITY: COMMON LAW E,LA7086-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA7086-1.PDF
LA7093,LL.M EUROPEAN TRADEMARK AND DESIGN LAW,LA7093-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA7093-1.PDF
LA7097,LL.M INTERNATIONAL AVIATION LAW,LA7097-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA7097-1.PDF
LA7110,LL.M ESSENTIAL TECHNOLOGIES - INTERNATIONAL AND EU,LA7110-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA7110-1.PDF
LA7125,LL.M LAW AND REGULATION OF CREDIT INSTITUTIONS,LA7125-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LA/LA7125-1.PDF
LI1008,LANGUAGE THE INDIVIDUAL AND SOCIETY,LI1008-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LI/LI1008-2.PDF
LI1031,INTRODUCTION TO SYNTAX,LI1031-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LI/LI1031-2.PDF
LI1032,INTRODUCTION TO CHILDES,LI1032-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LI/LI1032-2.PDF
LI1230,PHONETICS & PHONOLOGY,LI1230-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LI/LI1230-2.PDF
LI2034,SYNTAX AND SEMANTICS,LI2034-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LI/LI2034-1.PDF
LI2035,SPEECH SCIENCE AND PHONETICS,LI2035-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LI/LI2035-2.PDF
LI2301,ASPECTS OF VOCABULARY,LI2301-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LI/LI2301-2.PDF
LI2303,LANGUAGE LEARNING,LI2303-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LI/LI2303-2.PDF
LI2304,SOCIOLINGUISTICS,LI2304-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LI/LI2304-2.PDF
LI2307,ASPECTS OF WRITTEN LANGUAGE,LI2307-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LI/LI2307-2.PDF
LI234B,SOCIOLINGUISTICS,LI234B-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LI/LI234B-2.PDF
LI4031,SPEECH ANALYSIS AND SYNTHESIS,LI4031-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LI/LI4031-1.PDF
LI4032,COMPUTATIONAL LINGUISTICS,LI4032-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LI/LI4032-2.PDF
LY1102,CATHOLIC THEOLOGY IN A SECULAR AGE: A    CRITICAL,LY1102-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LY/LY1102-1.PDF
LY1104,FOUNDATIONS FOR THEOLOGICAL ETHICS,LY1104-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LY/LY1104-1.PDF
LY1105,INTRODUCTION TO PHILOSOPHY,LY1105-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LY/LY1105-1.PDF
LY1107,LITURGICAL THEOLOGY,LY1107-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LY/LY1107-1.PDF
LY1108,ETHICS AND SOCIETY IN CATHOLIC TRADITIONS,LY1108-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LY/LY1108-1.PDF
LY2004,GOD: ONE AND THREE,LY2004-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LY/LY2004-1.PDF
LY2005,CHRISTOLOGY AND ESCHATOLOGY,LY2005-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LY/LY2005-2.PDF
LY2006,THE ETHICS OF EMBODIMENT,LY2006-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LY/LY2006-2.PDF
LY3001,CATHOLIC LIFE AND THOUGHT IN THE AGE OF ENLIGHTENM,LY3001-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LY/LY3001-2.PDF
LY3002,ECCLESIOLOGY: UNITY AND DIVERSITY IN CATHOLIC CHRI,LY3002-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LY/LY3002-2.PDF
LY3003,EUCHARISTIC THEOLOGY,LY3003-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LY/LY3003-2.PDF
LY3100,CLASSIC SPIRITUALITIES,LY3100-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/LY/LY3100-2.PDF
MA1111,LINEAR ALGEBRA I,MA1111-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA1111-1.PDF
MA1125,SINGLE VARIABLE CALCULUS AND INTRODUCTORY ANALYSIS,MA1125-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA1125-1.PDF
MA1126,INTRODUCTION TO SET THEORY AND GENERAL TOPOLOGY,MA1126-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA1126-1.PDF
MA1132,ADVANCED CALCULUS,MA1132-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA1132-1.PDF
MA1212,LINEAR ALGEBRA II,MA1212-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA1212-1.PDF
MA1213,INTRODUCTION TO GROUP THEORY,MA1213-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA1213-1.PDF
MA1241,MECHANICS 1,MA1241-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA1241-1.PDF
MA1242,MECHANICS 11,MA1242-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA1242-1.PDF
MA1266,INTRODUCTION TO PROGRAMMING,MA1266-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA1266-1.PDF
MA1E01,1E1 ENGINEERING MATHEMATICS I,MA1E01-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA1E01-1.PDF
MA1E02,1E2 ENGINEERING MATHEMATICS II,MA1E02-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA1E02-1.PDF
MA1M01,MATHEMATICAL METHODS,MA1M01-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA1M01-1.PDF
MA1S11,MATHEMATICS FOR SCIENTISTS,MA1S11-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA1S11-1.PDF
MA1S12,MATHEMATICS FOR SCIENTISTS,MA1S12-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA1S12-1.PDF
MA2223,METRIC SPACES,MA2223-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA2223-1.PDF
MA2224,LEBESGUE INTEGRAL,MA2224-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA2224-1.PDF
MA22S1,MULTIVARIABLE CALCULUS FOR SCIENCE,MA22S1-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA22S1-1.PDF
MA22S2,VECTOR CALCULUS FOR SCIENCE,MA22S2-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA22S2-1.PDF
MA22S3,FOURIER ANALYSIS FOR SCIENCE,MA22S3-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA22S3-1.PDF
MA22S4,MECHANICS,MA22S4-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA22S4-1
MA22S6,NUMERICAL AND DATA ANALYSIS TECHNIQUES,MA22S6-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA22S6-1.PDF
MA2314,FIELDS RINGS AND MODULES,MA2314-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA2314-1.PDF
MA2321,ANALYSIS IN SEVERAL REAL VARIABLES,MA2321-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA2321-1.PDF
MA2322,CALCULUS ON MANIFOLDS,MA2322-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA2322-1.PDF
MA2327,ORDINARY DIFFERENTIAL EQUATIONS,MA2327-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA2327-1.PDF
MA2328,COMPLEX ANALYSIS,MA2328-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA2328-1.PDF
MA232A,EUCLIDEAN NON-EUCLIDEAN GEOMETRY,MA232A-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA232A-1.PDF
MA2331,EQUATIONS OF MATHEMATICAL PHYSICS I,MA2331-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA2331-1.PDF
MA2332,EQUATIONS OF MATHEMATICAL PHYSICS II,MA2332-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA2332-1.PDF
MA2341,ADVANCED CLASSICAL MECHANICS I,MA2341-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA2341-1.PDF
MA2342,ADVANCED CLASSICAL MECHANICS II,MA2342-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA2342-1.PDF
MA2C03,DISCRETE MATHEMATICS,MA2C03-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA2C03-1.PDF
MA2E01,ENGINEERING MATHEMATICS III,MA2E01-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA2E01-1.PDF
MA2E02,ENGINEERING MATHEMATICS IV,MA2E02-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA2E02-1.PDF
MA3415,INTRODUCTION TO LIE ALGEBRAS,MA3415-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA3415-1.PDF
MA3416,GROUP REPRESENTATIONS,MA3416-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA3416-1
MA3419,GALOIS THEORY,MA3419-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA3419-1.PDF
MA341A,COMPUTATIONAL COMPLEXITY,MA341A-1,
MA341D,INTRODUCTION TO GROBNER BASES,MA341D-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA341D-1.PDF
MA341F,INTRODUCTION TO ALGEBRAIC GEOMETRY,MA341F-1,
MA341L,COMMUTATIVE ALGEBRA,MA341L-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA341L-1.PDF
MA3423,TOPICS IN COMPLEX ANALYSIS I,MA3423-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA3423-1.PDF
MA3424,TOPICS IN COMPLEX ANALYSIS II,MA3424-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA3424-1.PDF
MA3429,DIFFERENTIAL GEOMETRY I,MA3429-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA3429-1.PDF
MA342A,HARMONIC ANALYSIS,MA342A-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA342A-1.PDF
MA342H,PARTIAL DIFFERENTIAL EQUATIONS,MA342H-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA342H-1.PDF
MA342R,COVERING SPACES AND FUNDAMENTAL GROUPS,MA342R-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA342R-1
MA342T,PARTIAL DIFFERENTIAL EQUATIONS,MA342T-1,
MA3431,CLASSICAL FIELD THEORY,MA3431-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA3431-1.PDF
MA3432,CLASSICAL ELECTRODYNAMICS,MA3432-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA3432-1.PDF
MA3441,QUANTUM MECHANICS I,MA3441-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA3441-1.PDF
MA3442,QUANTUM MECHANICS II,MA3442-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA3442-1.PDF
MA3443,STATISTICAL PHYSICS I,MA3443-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA3443-1.PDF
MA3444,STATISTICAL PHYSICS II,MA3444-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA3444-1.PDF
MA3463,COMPUTATION THEORY AND LOGIC,MA3463-1,
MA346F,PRACTICAL NUMERICAL SIMULATIONS,MA346F-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA346F-1.PDF
MA346M,TOPICS IN ADVANCED PROGRAMMING,MA346M-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA346M-1.PDF
MA3486,FIXED POINT THEOREMS ECONOMIC EQUILIBRIA,MA3486-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/MA/MA3486-1.PDF
