moduleCode,moduleName,examCode,examLink
CE4A1,4A1 CIVIL ENGINEERING MATERIALS,CE4A1-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE4A1-1.PDF
CE4A2,4A2 HYDROGEOLOGY AND ENGINEERING GEOLOGY,CE4A2-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE4A2-1.PDF
CE4A31,4A3(1) ENVIRONMENTAL ENGINEERING (1),CE4A31-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE4A31-1.PDF
CE4A4,4A4 HYDRAULICS,CE4A4-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE4A4-1.PDF
CE4A51,4A5(1) GEOTECHNICAL ENGINEERING (1),CE4A51-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE4A51-1.PDF
CE4A61,4A6(1) STRUCTURES 1,CE4A61-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE4A61-1.PDF
CE4A62,4A6(2) STRUCTURES 2 [ADVANCED DESIGN OF STRUCTS],CE4A62-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE4A62-1.PDF
CE4A8,4A8 TRANSPORTATION,CE4A8-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE4A8-1.PDF
CE4E1,4E1 MANAGEMENT FOR ENGINEERS,CE4E1-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE4E1-1.PDF
CE5A62,5A6(2) STRUCTURES II [ADVANCED DESIGN OF STRUCTURE,CE5A62-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE5A62-1.PDF
CE7C04,C4: FAÇADE ENGINEERING,CE7C04-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7C04-1.PDF
CE7E03,E3: AIR POLLUTION,CE7E03-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7E03-1.PDF
CE7E04,E4: WASTE MANAGEMENT AND ENERGY    RECOVERY,CE7E04-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7E04-1.PDF
CE7E05,E5: WATER QUALITY AND HYDROLOGICAL MODELLING,CE7E05-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7E05-1.PDF
CE7E06,E6: WATER RESOURCE PLANNING AND    CLIMATE CHANGE,CE7E06-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7E06-1.PDF
CE7E07,E7: SUSTAINABLE WATER SUPPLY AND SANITATION,CE7E07-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7E07-1.PDF
CE7J01,J1: WIND ENERGY,CE7J01-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7J01-1.PDF
CE7J02,J2: SOLAR ENERGY CONVERSION APPLICATIONS,CE7J02-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7J02-1.PDF
CE7J04,J4: ENERGY POLICY AND BUILDING ENERGY DEMAND,CE7J04-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7J04-1.PDF
CE7J06,J6: WAVE AND HYDRO ENERGY,CE7J06-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7J06-1.PDF
CE7M01,M1: CIVIL ENGINEERING MANAGEMENT,CE7M01-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7M01-1.PDF
CE7S01,S1: GEOTECHNICAL ENGINEERING,CE7S01-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7S01-1.PDF
CE7S02,S2: ADVANCED COMPUTATION FOR    STRUCTURES,CE7S02-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7S02-1.PDF
CE7S03,S3: WIND AND EARTHQUAKE ENGINEERING,CE7S03-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7S03-1.PDF
CE7S04,S4: BRIDGE ENGINEERING,CE7S04-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7S04-1.PDF
CE7S05,S5: ADVANCED CONCRETE TECHNOLOGY,CE7S05-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7S05-1.PDF
CE7S06,S6: SOIL-STRUCTURE INTERACTION,CE7S06-1,
CE7S07,S7: A UNIFIED THEORY OF STRUCTURES,CE7S07-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7S07-1.PDF
CE7S08,S8: CONCRETE DURABILITY AND SUSTAINABILITY,CE7S08-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7S08-1.PDF
CE7T01,T01: TRANSPORTATION POLICY,CE7T01-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7T01-1.PDF
CE7T02,T2: TRANSPORT MODELLING AND    PLANNING,CE7T02-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7T02-1.PDF
CE7T04,T4: TRANSPORTATION DATA AND    EVALUATION,CE7T04-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CE7T04-1.PDF
CECL11,LAW AND DISPUTE RESOLUTION,CECL11-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CECL11-1.PDF
CECL11,LAW AND DISPUTE RESOLUTION,CECL11-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CECL11-1.PDF
CECL12,CONTRACTS IN CONSTRUCTION,CECL12-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CECL12-1.PDF
CEDAB1,MATERIALS THE BUILT HERITAGE SURVEYING,CEDAB1-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CEDAB1-1.PDF
CEDAB2,DAMAGE AND REPAIR BUILDING TECHNOLOGIES PROJECT,CEDAB2-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CEDAB2-1.PDF
CEDEE1,ENVIRONMENTAL CONCEPTS AND REGULATION,CEDEE1-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CEDEE1-1.PDF
CEDEE2,ENVIRONMENTAL ENGINEERING AND DESIGN,CEDEE2-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CEDEE2-1.PDF
CEFS01,FIRE SAFETY ENGINEERING,CEFS01-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CEFS01-1.PDF
CEFS02,FIRE SAFETY LEGISLATION AND REGULATIONS,CEFS02-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CEFS02-1.PDF
CEHS11,HEALTH AND SAFETY LEGISLATION AND REGULATIONS,CEHS11-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CEHS11-1.PDF
CEHS12,HEALTH AND SAFETY SYSTEMS IN CONSTRUCTION,CEHS12-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CEHS12-1.PDF
CEPRM1,PROJECT MANAGEMENT PRACTICE,CEPRM1-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CEPRM1-1.PDF
CEPRM1,PROJECT MANAGEMENT PRACTICE,CEPRM1-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CEPRM1-1.PDF
CEPRM2,PROJECT MANAGEMENT SYSTEMS,CEPRM2-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CEPRM2-1.PDF
CESE01,ENERGY MANAGEMENT AND EFFICIENCY,CESE01-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CESE01-1.PDF
CESE02,SUSTAINABLE ENERGY TECHNOLOGIES,CESE02-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CE/CESE02-1.PDF
CH1100,CHEMISTRY PAPER I,CH1100-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH1100-1.PDF
CH1100,CHEMICAL PRINCIPALS AND PROPERTIES PAPER II (MCQ) - not available,CH1100-3,
CH1101,GENERAL AND PHYSICAL CHEMISTRY,CH1101-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH1101-1%20Edited.pdf
CH1102,INTRODUCTION TO SYSTEMATIC INORGANIC AND ORGANIC,CH1102-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH1102-1%20Edited.pdf
CH1E05,1E5 CHEMISTRY,CH1E05-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH1E05-1.PDF
CH1P01,CHEMISTRY,CH1P01-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH1P01-1.PDF
CH2201,CHEMISTRY 1,CH2201-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH2201-1.PDF
CH2202,CHEMISTRY 2,CH2202-1,
CH3103,ORGANOMETALLICS & COORDINATION CHEMISTRY,CH3103-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH3103-1.PDF
CH3104,SOLID STATE MATERIALS,CH3104-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH3104-1.PDF
CH3203,SYNTHETIC ORGANIC CHEMISTRY I,CH3203-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH3203-1.PDF
CH3204,SYNTHETIC ORGANIC CHEMISTRY II,CH3204-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH3204-1.PDF
CH3303,QUANTUM MECHANICAL CONCEPTS IN PHYSICAL CHEMISTRY,CH3303-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH3303-1.PDF
CH3304,MOLECULAR THERMODYNAMICS AND KINETICS,CH3304-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH3304-1.PDF
CH3305,MOLECULAR THERMODYNAMICS AND KINETICS VS,CH3305-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH3305-1.PDF
CH3403,ANALYTICAL METHODS,CH3403-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH3403-1.PDF
CH3404,BIOMATERIALS & MACROMOLECULES,CH3404-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH3404-1.PDF
CH3441,MEDICINAL CHEMISTRY,CH3441-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH3441-1.PDF
CH3446,MICROBIOLOGY & PHARMACOLOGY,CH3446-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH3446-1.PDF
CH3447,BIOCHEMISTRY & PHARMACEUTICAL CHEMISTRY,CH3447-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH3447-1.PDF
CH3601,COMPUTATIONAL CHEMISTRY,CH3601-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH3601-1.PDF
CH4104,ADVANCED INORGANIC CHEMISTRY I,CH4104-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH4104-1.PDF
CH4105,ADVANCED INORGANIC II,CH4105-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH4105-1.PDF
CH4106,ADVANCED PHYSICAL CHEMISTRY I,CH4106-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH4106-1.PDF
CH4107,ADVANCED PHYSICAL CHEMISTRY II,CH4107-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH4107-1.PDF
CH4108,OPTION MODULE,CH4108-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH4108-1.PDF
CH4112,ADVANCED ORGANIC TRANSFORMATIONS I,CH4112-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH4112-1.PDF
CH4113,ADVANCED ORGANIC TRANSFORMATIONS 2,CH4113-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH4113-1.PDF
CH4119,CHEMISTRY RESEARCH AND DATA ANALYSIS,CH4119-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH4119-2.PDF
CH4401,ADVANCED MEDICINAL CHEMISTRY I,CH4401-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH4401-1.PDF
CH4402,ADVANCED MEDICINAL CHEMISTRY II,CH4402-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH4402-1.PDF
CH4403,ADVANCED MEDICINAL CHEMISTRY III,CH4403-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH4403-1.PDF
CH4404,ADVANCED MEDICINAL CHEMISTRY IV,CH4404-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH4404-1.PDF
CH4405,ADVANCED MEDICINAL CHEMISTRY V,CH4405-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH4405-1.PDF
CH4409,MEDCHEM RESEARCH AND DATA ANALYSIS,CH4409-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH4409-2.PDF
CH4601,MATERIALS CHEMISTRY 1,CH4601-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH4601-1.PDF
CH4602,MATERIALS CHEMISTRY 2,CH4602-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH4602-1.PDF
CH4701,ADVANCED MOLECULAR NODELLING I,CH4701-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH4701-1.PDF
CH4702,ADVANCED MOLECULAR MODELLING II,CH4702-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH4702-1.PDF
CH4703,ADVANCED MOLECULAR MODELLING III,CH4703-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH4703-1.PDF
CH4709,CMM RESEARCH AND DATA ANALYSIS,CH4709-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CH/CH4709-2.PDF
CL1002,MYTHOLOGY & RELIGION,CL1002-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL1002-2.PDF
CL1003,INTRODUCTION GREEK & ROMAN HISTORY,CL1003-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL1003-2.PDF
CL1004,SOURCES AND METHODS,CL1004-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL1004-2.PDF
CL1054,GREEK LANGUAGE,CL1054-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL1054-2.PDF
CL1074,LATIN LANGUAGE,CL1074-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL1074-2.PDF
CL1210,GREEK & ROMAN ART AND ARCHITECTURE,CL1210-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL1210-2.PDF
CL1232,LATIN EPIC,CL1232-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL1232-2.PDF
CL1233,CATULLUS AND CICERO,CL1233-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL1233-2.PDF
CL1236,HERODOTUS,CL1236-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL1236-2.PDF
CL1237,GREEK EPIC,CL1237-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL1237-2.PDF
CL1252,ELEMENTARY GREEK II,CL1252-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL1252-2.PDF
CL1253,READING GREEK TEXTS,CL1253-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL1253-2.PDF
CL1272,ELEMENTARY LATIN II,CL1272-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL1272-2.PDF
CL1273,READING LATIN TEXTS,CL1273-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL1273-2.PDF
CL2054,GREEK LANGUAGE,CL2054-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL2054-2.PDF
CL2074,LATIN LANGUAGE,CL2074-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL2074-2.PDF
CL2255,ADVANCED GREEK,CL2255-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL2255-2.PDF
CL2275,ADVANCED LATIN,CL2275-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL2275-1.PDF
CL2303,CICERONIAN ROME,CL2303-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL2303-2.PDF
CL2307,GREEK HISTORY,CL2307-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL2307-2.PDF
CL2308,GREEK ARCHAEOLOGY,CL2308-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL2308-2.PDF
CL2309,AEGEAN BRONZE AGE,CL2309-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL2309-2.PDF
CL2317,HOMER,CL2317-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL2317-2.PDF
CL2318,VIRGIL,CL2318-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL2318-2.PDF
CL2319,HERODOTUS,CL2319-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL2319-2.PDF
CL2328,MEMORY&COMMEMORATION IN THE GREEK&ROMAN WORLDS,CL2328-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL2328-2.PDF
CL3080,AUGUSTAN POETRY,CL3080-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL3080-2.PDF
CL3082,EARLY LATIN,CL3082-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL3082-2.PDF
CL3355,ADVANCED GREEK,CL3355-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL3355-2.PDF
CL3375,LATIN UNSEENS,CL3375-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL3375-2.PDF
CL4007,CYPRUS: ESSAYS,CL4007-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL4007-1.PDF
CL4007,CYPRUS: SOURCES,CL4007-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL4007-2.PDF
CL4009,LIFE DEATH AND SACRIFICE,CL4009-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL4009-1.PDF
CL4009,LIFE DEATH AND SACRIFICE,CL4009-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL4009-2.PDF
CL4050,RHETORIC: ESSAYS,CL4050-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL4050-1.PDF
CL4050,RHETORIC: SOURCES,CL4050-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL4050-2.PDF
CL4056,KINGS AND CITIES: ESSAYS,CL4056-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL4056-1.PDF
CL4056,KINGS AND CITIES: SOURCES,CL4056-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL4056-2.PDF
CL4058,WISDOM AND TRADITION IN THE ARCHAIC AND CLASSICAL,CL4058-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL4058-1.PDF
CL4063,PLUTARCH,CL4063-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL4063-2.PDF
CL4080,AUGUSTAN POETRY,CL4080-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL4080-2.PDF
CL4082,EARLY LATIN,CL4082-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL4082-2.PDF
CL7072,READING LATIN,CL7072-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL7072-2.PDF
CL7073,LATIN LANGUAGE,CL7073-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CL/CL7073-2.PDF
CS1003,MATHEMATICS,CS1003-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS1003-2.PDF
CS1021,INTRODUCTION TO COMPUTING I,CS1021-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS1021-1.PDF
CS1022,INTRODUCTION TO COMPUTING II,CS1022-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS1022-1.PDF
CS1025,ELECTROTECHNOLOGY,CS1025-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS1025-1.PDF
CS1026,DIGITAL LOGIC DESIGN,CS1026-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS1026-1.PDF
CS1031,TELECOMMUNICATIONS I,CS1031-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS1031-1.PDF
CS1E03,1E3 COMPUTER ENGINEERING I,CS1E03-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS1E03-1.PDF
CS2010,ALGORITHMS AND DATA STRUCTURES,CS2010-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS2010-1.PDF
CS2014,SYSTEMS PROGRAMMING I,CS2014-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS2014-2.PDF
CS2016,CONCURRENT SYSTEMS AND OPERATING SYSTEMS,CS2016-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS2016-1.PDF
CS2021,MICROPROCESSOR SYSTEMS,CS2021-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS2021-1.PDF
CS2022,COMPUTER ARCHITECTURE I,CS2022-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS2022-1.PDF
CS2031,TELECOMMUNICATIONS II,CS2031-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS2031-2.PDF
CS2041,INFORMATION MANAGEMENT I,CS2041-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS2041-2.PDF
CS2BC1,SYSTEMS ANALYSIS AND DESIGN I,CS2BC1-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS2BC1-1.PDF
CS2E03,2E3 COMPUTER ENGINEERING II,CS2E03-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS2E03-1.PDF
CS2LL3,INTERMEDIATE PROGRAMMING AND NATURAL LANGUAGE,CS2LL3-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS2LL3-1.PDF
CS3011,SYMBOLIC PROGRAMMING,CS3011-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3011-1.PDF
CS3014,CONCURRENT SYSTEMS I,CS3014-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3014-1.PDF
CS3016,INTRODUCTION TO FUNCTIONAL PROGRAMMING,CS3016-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3016-1%20Edited.pdf
CS3021,COMPUTER ARCHITECTURE II,CS3021-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3021-1.PDF
CS3031,ADVANCED TELECOMMUNICATIONS,CS3031-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3031-1.PDF
CS3041,INFORMATION MANAGEMENT II,CS3041-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3041-1.PDF
CS3061,ARTIFICIAL INTELLIGENCE I,CS3061-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3061-1.PDF
CS3071,COMPILER DESIGN I,CS3071-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3071-1.PDF
CS3081,COMPUTATIONAL MATHEMATICS,CS3081-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3081-1.PDF
CS3101,E-BUSINESS,CS3101-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3101-2.PDF
CS3102,INFORMATION SYSTEMS DEVELOPMENT II,CS3102-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3102-1.PDF
CS3104,INFORMATION SYSTEMS STRATEGY,CS3104-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3104-2.PDF
CS3105,LAW AND IT,CS3105-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3105-1.PDF
CS3421,COMPUTER ARCHITECTURE II,CS3421-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3421-1.PDF
CS3BC1,e-BUSINESS I,CS3BC1-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3BC1-2.PDF
CS3BC2,e-BUSINESS II,CS3BC2-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3BC2-1%20Edited.pdf
CS3D1,3D1(372) MICROPROCESSOR SYSTEMS 1,CS3D1-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3D1-1.PDF
CS3D2,3D2 MICROPROCESSOR SYSTEMS 2,CS3D2-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3D2-1.PDF
CS3D3,3D3 COMPUTER NETWORKS,CS3D3-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3D3-1.PDF
CS3D4,3D4 OPERATING SYSTEMS AND CONCURRENT SYSTEMS,CS3D4-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3D4-1.PDF
CS3D5A,DATA STRUCTURES AND ALGORITHMS,CS3D5A-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS3D5A-1.PDF
CS4001,FUZZY LOGIC & CONTROL SYSTEMS,CS4001-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS4001-1.PDF
CS4004,FORMAL VERIFICATION,CS4004-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS4004-1.PDF
CS4012,TOPICS IN FUNCTIONAL PROGRAMMING,CS4012-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS4012-1.PDF
CS4021,ADVANCED COMPUTER ARCHITECTURE,CS4021-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/CS/CS4021-1.PDF
